composed_key,schedDepTime,actDepTime,schedArrTime,actArrTime
2011-12-18 - AA-252-LAX-MIA,27250.0,27260.0,27529.0,27522.0
2011-12-24 - UA-4444-IAH-XNA,35890.0,35916.0,35976.0,35985.0
2011-12-16 - UA-685-BOS-SFO,24551.0,24556.0,24959.0,24917.0
2011-12-30 - AA-2385-DFW-IAH,43985.0,43983.0,44055.0,44050.0
2011-12-22 - UA-1547-LAX-CLE,33110.0,33227.0,33372.0,33459.0
2011-12-10 - CO-1592-EWR-MCO,15060.0,15077.0,15220.0,15234.0
2011-12-08 - CO-4439-MEM-IAH,12599.0,12597.0,12710.0,12710.0
2011-12-26 - AA-244-LAX-MCO,38475.0,38472.0,38750.0,38749.0
2011-12-20 - UA-257-JFK-SFO,29970.0,29965.0,30374.0,30310.0
2011-12-16 - UA-1657-DCA-IAH,23760.0,23754.0,23978.0,23965.0
2011-12-29 - AA-1597-BOS-ORD,42420.0,42421.0,42605.0,42587.0
2011-12-30 - AA-536-DFW-ATL,43935.0,43939.0,44060.0,44044.0
2011-12-11 - AA-3573-MIA-CLT,17125.0,17148.0,17228.0,17244.0
2011-12-16 - UA-2906-PHL-MCO,24290.0,24305.0,24433.0,24430.0
2011-12-16 - CO-1260-MCO-EWR,24053.0,24054.0,24210.0,24199.0
2011-12-28 - AA-3756-ORD-SLC,41415.0,41410.0,41625.0,41606.0
2011-12-28 - AA-3508-ATL-MIA,41800.0,41797.0,41920.0,41917.0
2011-12-29 - UA-1693-MCO-IAH,42590.0,42587.0,42752.0,42739.0
2011-12-29 - AA-466-IAH-MIA,42480.0,42479.0,42620.0,42617.0
2011-12-24 - CO-1231-IAH-PHX,35605.0,35621.0,35761.0,35765.0
2011-12-11 - AA-3825-SLC-ORD,16680.0,16704.0,16875.0,16858.0
2011-12-02 - AA-2473-DFW-LAX,4325.0,4365.0,4525.0,4551.0
2011-12-27 - UA-248-PHX-ORD,40072.0,40067.0,40273.0,40262.0
2011-12-01 - AA-3468-CVG-MIA,2160.0,2164.0,2335.0,2325.0
2011-12-08 - CO-1592-EWR-MCO,12285.0,12289.0,12464.0,12471.0
2011-12-27 - AA-2957-DFW-CVG,39715.0,39715.0,39845.0,39843.0
2012-01-01 - UA-297-RDU-ORD,47392.0,47389.0,47525.0,47513.0
2011-12-29 - AA-119-EWR-LAX,43155.0,43152.0,43540.0,43517.0
2011-12-28 - AA-3756-ORD-SLC,41415.0,41410.0,41625.0,41606.0
2011-12-14 - AA-1682-ORD-MIA,21360.0,21360.0,21545.0,21545.0
2011-12-16 - UA-432-ORD-CLT,24195.0,24202.0,24295.0,24290.0
2011-12-07 - AA-1259-ORD-PHX,10950.0,10957.0,11175.0,11157.0
2011-12-26 - UA-5451-LAX-RNO,38395.0,38418.0,38458.0,38477.0
2011-12-12 - UA-3515-MSP-IAD,18390.0,18399.0,18524.0,18520.0
2012-01-01 - UA-2439-FLL-CLT,47410.0,47416.0,47533.0,47528.0
2011-12-29 - AA-1494-LAS-DFW,42735.0,42742.0,42895.0,42870.0
2011-12-04 - CO-1202-IAH-BOS,7115.0,7122.0,7339.0,7314.0
2011-12-18 - CO-107-EWR-IAH,27125.0,27138.0,27370.0,27356.0
2011-12-14 - UA-245-ORD-DEN,21060.0,21089.0,21226.0,21245.0
2011-12-30 - AA-2446-LAX-DFW,44470.0,44499.0,44650.0,44673.0
2011-12-28 - AA-3805-PHX-LAX,41820.0,41830.0,41915.0,41891.0
2011-12-01 - UA-2997-PHL-PHX,2675.0,2730.0,2995.0,3038.0
2011-12-04 - UA-2842-MCO-PHL,7235.0,7236.0,7371.0,7371.0
2011-12-24 - AA-3821-LAX-DEN,36015.0,36026.0,36150.0,36153.0
2012-01-03 - UA-3733-ORD-DFW,49901.0,49897.0,50051.0,50018.0
2011-12-20 - AA-2513-DFW-DEN,30380.0,30380.0,30500.0,30504.0
2011-12-01 - AA-3851-ORD-ATL,2430.0,2436.0,2545.0,2527.0
2011-12-11 - AA-264-LAX-BOS,17065.0,17066.0,17390.0,17383.0
2012-01-03 - UA-4373-JAX-EWR,49620.0,49623.0,49759.0,49774.0
2011-12-26 - UA-1676-IAH-PHL,38816.0,38824.0,39009.0,38979.0
2011-12-22 - AA-1538-DFW-MCO,33280.0,33297.0,33415.0,33431.0
2011-12-27 - CO-1243-IAH-MFE,40525.0,40525.0,40606.0,40606.0
2011-12-28 - UA-1008-IAH-LAX,41560.0,41566.0,41789.0,41770.0
2011-12-25 - AA-1394-DFW-FLL,36910.0,36927.0,37065.0,37061.0
2011-12-01 - CO-4658-IAH-BHM,2890.0,2882.0,2988.0,2983.0
2011-12-07 - AA-643-MIA-ORD,10810.0,10823.0,11015.0,10981.0
2011-12-02 - UA-1231-FLL-IAH,3695.0,3684.0,3862.0,3847.0
2011-12-07 - AA-1721-MIA-MBJ,10950.0,10962.0,11045.0,11039.0
2011-12-18 - UA-2561-CLT-ORD,27085.0,27098.0,27200.0,27202.0
2011-12-08 - CO-1635-EWR-PHX,12810.0,12812.0,13145.0,13143.0
2011-12-13 - AA-1434-DFW-MCO,19515.0,19520.0,19646.0,19642.0
2011-12-08 - UA-1451-CLE-MCO,12360.0,12377.0,12508.0,12514.0
2011-12-01 - AA-1998-DFW-DCA,2680.0,2691.0,2835.0,2838.0
2011-12-29 - UA-6389-SFO-DFW,43024.0,43100.0,43219.0,43272.0
2011-12-26 - AA-613-JFK-MIA,38805.0,38807.0,39010.0,38977.0
2011-12-09 - AA-3768-EWR-ORD,13620.0,13615.0,13775.0,13777.0
2011-12-02 - CO-76-MCO-EWR,4225.0,4382.0,4393.0,4526.0
2011-12-10 - AA-1373-MCO-DFW,15260.0,15271.0,15440.0,15417.0
2012-01-03 - UA-1191-PHX-IAH,50371.0,50383.0,50515.0,50512.0
2011-12-20 - CO-1167-EWR-ORD,29520.0,29541.0,29692.0,29676.0
2011-12-31 - CO-1223-EWR-LAX,45450.0,45467.0,45827.0,45818.0
2012-01-02 - CO-1503-IAH-ORD,48874.0,48877.0,49034.0,49051.0
2011-12-25 - UA-316-SNA-DEN,36945.0,36964.0,37086.0,37087.0
2011-12-08 - UA-1091-IAH-ORD,13020.0,13016.0,13175.0,13159.0
2011-12-14 - CO-51-EWR-CLE,21425.0,21417.0,21525.0,21514.0
2011-12-14 - AA-4-LAX-JFK,21375.0,21368.0,21705.0,21686.0
2011-12-20 - AA-1834-MIA-IAD,29745.0,29750.0,29878.0,29875.0
2011-12-27 - AA-3979-CVG-ORD,39630.0,39646.0,39720.0,39727.0
2011-12-19 - AA-816-PAP-MIA,28290.0,28270.0,28415.0,28407.0
2011-12-18 - UA-1095-EWR-LIM,27080.0,27105.0,27560.0,27595.0
2011-12-22 - AA-4180-ORD-CLT,32685.0,32682.0,32795.0,32791.0
2011-12-16 - AA-3806-LAX-PHX,24425.0,24424.0,24500.0,24501.0
2011-12-24 - UA-520-ORD-MCO,35411.0,35453.0,35568.0,35595.0
2011-12-20 - CO-53-LAX-IAH,30165.0,30178.0,30356.0,30375.0
2011-12-11 - AA-3815-LAX-DEN,16760.0,16811.0,16895.0,16935.0
2011-12-02 - AA-1074-DFW-ATL,4080.0,4089.0,4177.0,4188.0
2011-12-28 - AA-32-LAX-JFK,41625.0,41625.0,41945.0,41954.0
2011-12-12 - AA-689-DFW-SLC,18250.0,18246.0,18420.0,18406.0
2011-12-30 - AA-282-YVR-DFW,44185.0,44184.0,44415.0,44414.0
2012-01-03 - UA-534-DEN-LGA,50443.0,50444.0,50654.0,50667.0
2011-12-26 - AA-3796-IAH-ORD,38510.0,38512.0,38665.0,38648.0
2011-12-20 - AA-192-LAX-BOS,30605.0,30626.0,29471.0,29482.0
2011-12-07 - UA-2696-DFW-PHL,11500.0,11524.0,11679.0,11679.0
2011-12-11 - UA-5850-CLE-IAD,17004.0,16998.0,17082.0,17076.0
2011-12-19 - UA-46-LAX-IAH,28585.0,28582.0,28781.0,28767.0
2011-12-17 - UA-992-DEN-TUL,25956.0,25956.0,26046.0,26046.0
2011-12-16 - UA-6273-SFO-SLC,24350.0,24369.0,24454.0,24462.0
2011-12-08 - CO-1231-IAH-PHX,12575.0,12613.0,12750.0,12798.0
2011-12-10 - AA-2435-ORD-PHX,15520.0,15529.0,15745.0,15729.0
2011-12-05 - UA-1250-MIA-IAH,8393.0,8395.0,8568.0,8568.0
2011-12-22 - AA-1381-DFW-SFO,32930.0,32928.0,33150.0,33145.0
2011-12-25 - CO-87-CLE-EWR,36750.0,36766.0,36821.0,36822.0
2011-12-12 - AA-1044-DFW-CMH,18250.0,18259.0,18385.0,18379.0
2011-12-09 - AA-1044-DFW-CMH,13930.0,13950.0,14065.0,14057.0
2012-01-03 - AA-2328-DFW-ORD,49775.0,49786.0,49920.0,49903.0
2011-12-27 - AA-474-PHX-DFW,39785.0,39780.0,39925.0,39914.0
2011-12-11 - UA-1173-IAH-DEN,16725.0,16736.0,16878.0,16849.0
2011-12-04 - AA-2147-MIA-CUN,7260.0,7304.0,7365.0,7373.0
2011-12-14 - CO-1493-ORD-IAH,21360.0,21364.0,21525.0,21546.0
2011-12-27 - AA-2050-ORD-MIA,39880.0,39889.0,40065.0,40065.0
2011-12-24 - AA-2281-SDF-DFW,35260.0,35259.0,35415.0,35438.0
2011-12-08 - UA-6121-AVP-ORD,12840.0,12837.0,12980.0,12965.0
2011-12-10 - AA-645-MIA-STT,15320.0,15322.0,15470.0,15490.0
2011-12-07 - CO-1033-IAH-SFO,11575.0,11593.0,11841.0,11835.0
2012-01-02 - AA-149-IAD-LAX,48315.0,48311.0,48670.0,48642.0
2011-12-22 - AA-1084-DFW-FLL,33210.0,33220.0,33365.0,33369.0
2011-12-31 - UA-864-SFO-PHL,45644.0,45657.0,45969.0,45968.0
2011-12-17 - UA-479-BWI-LAX,25200.0,25214.0,25549.0,25523.0
2011-12-16 - CO-1193-EWR-MCO,23915.0,23966.0,24096.0,24115.0
2011-12-02 - UA-1220-EWR-DFW,4109.0,4109.0,4354.0,4358.0
2011-12-10 - AA-3802-LAX-PHX,15600.0,15647.0,15670.0,15702.0
2011-12-10 - UA-397-JFK-SFO,15180.0,15201.0,15595.0,15535.0
2011-12-26 - AA-1066-MEX-DFW,38165.0,38166.0,38330.0,38312.0
2011-12-19 - AA-4116-ORD-MEM,28620.0,28614.0,28720.0,28723.0
2012-01-03 - UA-478-LAX-ORD,50030.0,50029.0,50273.0,50254.0
2011-12-08 - CO-1239-IAH-LAX,12450.0,12445.0,12676.0,12674.0
2011-12-19 - AA-816-PAP-MIA,28290.0,28309.0,28415.0,28407.0
2011-12-08 - AA-3505-MIA-CVG,12355.0,12359.0,12515.0,12491.0
2011-12-03 - AA-1811-MIA-IAH,5930.0,5948.0,6100.0,6083.0
2011-12-14 - AA-3716-ATL-ORD,21395.0,21414.0,21530.0,21552.0
2012-01-02 - CO-1712-IAH-SFO,49155.0,49186.0,49409.0,49401.0
2011-12-03 - UA-972-SFO-ORD,5398.0,5398.0,5645.0,5645.0
2011-12-09 - AA-613-JFK-MIA,14325.0,14325.0,14530.0,14521.0
2011-12-03 - AA-144-LAX-IAD,5745.0,5738.0,6025.0,6013.0
2011-12-16 - UA-6102-CLE-ORD,23988.0,23997.0,24066.0,24059.0
2011-12-13 - UA-2906-PHL-MCO,19970.0,19992.0,20123.0,20108.0
2011-12-31 - AA-810-ORD-DCA,45855.0,45882.0,45955.0,45960.0
2011-12-30 - AA-716-ORD-MCO,43980.0,43996.0,44125.0,44132.0
2011-12-26 - AA-75-IAD-LAX,38810.0,38828.0,39160.0,39145.0
2011-12-22 - CO-1639-LAX-IAH,32625.0,32647.0,32816.0,32805.0
2011-12-05 - AA-3805-PHX-LAX,8700.0,8712.0,8785.0,8770.0
2011-12-31 - UA-503-BOS-SFO,46015.0,46031.0,46431.0,46389.0
2011-12-08 - CO-17-EWR-LAX,12610.0,12614.0,12976.0,12977.0
2012-01-03 - AA-1184-PHX-DFW,50215.0,50230.0,50339.0,50339.0
2011-12-30 - AA-3545-MIA-MEM,44185.0,44179.0,44345.0,44333.0
2011-12-30 - CO-4866-IAH-JAN,44365.0,44358.0,44452.0,44437.0
2012-01-02 - CO-1593-MCO-EWR,49015.0,49032.0,49169.0,49157.0
2012-01-01 - UA-1676-IAH-PHL,47456.0,47480.0,47649.0,47656.0
2011-12-20 - AA-1798-LAX-SFO,30435.0,30439.0,30510.0,30493.0
2011-12-22 - AA-2574-MIA-ATL,33115.0,33142.0,33235.0,33263.0
2012-01-02 - UA-5855-DRO-DEN,48646.0,48666.0,48712.0,48719.0
2011-12-17 - UA-2721-IAH-PHX,25330.0,25324.0,25519.0,25512.0
2011-12-02 - UA-2691-DTW-CLT,4325.0,4348.0,4432.0,4440.0
2011-12-29 - AA-1466-DFW-BOS,42495.0,42489.0,42695.0,42695.0
2012-01-01 - AA-2513-DFW-DEN,47660.0,47690.0,47780.0,47806.0
2011-12-22 - AA-271-MIA-LAX,32675.0,32693.0,33025.0,33008.0
2011-12-14 - UA-1738-DEN-IAH,21750.0,21750.0,21884.0,21879.0
2012-01-03 - AA-3753-MSP-ORD,49915.0,49921.0,50005.0,49975.0
2011-12-09 - UA-2744-PHX-MSP,14330.0,14328.0,14512.0,14514.0
2011-12-09 - AA-2212-CUN-DFW,13730.0,13723.0,13905.0,13917.0
2011-12-22 - CO-1661-IAH-ATL,33190.0,33255.0,33320.0,33373.0
2011-12-27 - UA-2696-DFW-PHL,40315.0,40405.0,40494.0,40586.0
2011-12-17 - AA-3815-LAX-DEN,25400.0,25413.0,25531.0,25535.0
2011-12-19 - AA-3768-EWR-ORD,28020.0,28023.0,28175.0,28182.0
2011-12-18 - UA-537-LIH-LAX,27861.0,27870.0,26741.0,26730.0
2012-01-01 - AA-1624-LAX-ORD,47440.0,47464.0,47680.0,47682.0
2011-12-10 - AA-2907-DFW-CVG,15695.0,15692.0,15820.0,15818.0
2011-12-25 - AA-1394-DFW-FLL,36910.0,36911.0,37065.0,37064.0
2011-12-24 - AA-3752-ORD-CLE,35900.0,35917.0,35980.0,35964.0
2012-01-02 - AA-3752-ORD-CLE,49185.0,49223.0,49255.0,49270.0
2011-12-17 - UA-4202-CLT-IAH,25155.0,25177.0,25339.0,25387.0
2011-12-16 - CO-57-EWR-MCO,24255.0,24271.0,24420.0,24418.0
2011-12-02 - UA-2725-FLL-PHL,3635.0,3636.0,3792.0,3792.0
2011-12-01 - CO-1676-IAH-PHL,2755.0,2753.0,2953.0,2940.0
2011-12-31 - UA-264-DEN-PHL,45655.0,45688.0,45868.0,45868.0
2011-12-26 - AA-1165-JFK-MIA,38159.0,38151.0,38374.0,38324.0
2011-12-11 - AA-1210-ORD-BOS,16930.0,16958.0,17049.0,17065.0
2011-12-22 - CO-1054-IAH-EWR,33305.0,33315.0,32038.0,32048.0
2011-12-27 - AA-2957-DFW-CVG,39715.0,39731.0,39842.0,39839.0
2011-12-07 - AA-3752-ORD-CLE,11745.0,11756.0,11815.0,11805.0
2011-12-22 - UA-3373-PHL-IAD,32595.0,32594.0,32658.0,32661.0
2011-12-22 - AA-144-LAX-IAD,33105.0,33103.0,33385.0,33369.0
2011-12-17 - AA-644-DEN-DFW,25545.0,25558.0,25665.0,25644.0
2011-12-20 - AA-1397-DCA-DFW,29790.0,29794.0,30005.0,29998.0
2011-12-05 - AA-3809-PHX-LAX,7980.0,7998.0,8080.0,8067.0
2011-12-18 - AA-2020-MIA-ATL,26630.0,26643.0,26745.0,26737.0
2011-12-14 - CO-4455-MSP-EWR,21205.0,21202.0,21350.0,21332.0
2011-12-29 - UA-988-DEN-LAX,42690.0,42691.0,42842.0,42837.0
2012-01-01 - AA-1466-DFW-BOS,46815.0,46809.0,47015.0,47003.0
2011-12-25 - AA-144-LAX-IAD,37425.0,37433.0,37705.0,37700.0
2011-12-30 - AA-1221-MCO-ORD,44700.0,44734.0,44870.0,44879.0
2011-12-17 - AA-2364-DFW-ORD,25875.0,25881.0,26015.0,26013.0
2011-12-13 - AA-1472-DFW-ATL,19775.0,19770.0,19895.0,19880.0
2011-12-31 - AA-2348-DFW-ORD,45725.0,45732.0,45865.0,45844.0
2011-12-11 - AA-2364-DFW-ORD,17235.0,17236.0,17375.0,17363.0
2011-12-22 - AA-1824-PHX-DFW,33160.0,33170.0,33290.0,33274.0
2011-12-13 - AA-600-DFW-FLL,19775.0,19771.0,19925.0,19921.0
2011-12-11 - AA-643-MIA-ORD,16570.0,16585.0,16775.0,16750.0
2011-12-03 - UA-1076-RSW-EWR,5160.0,5170.0,5323.0,5324.0
2011-12-27 - UA-2566-CLT-PBI,39640.0,39649.0,39750.0,39758.0
2011-12-22 - UA-867-SFO-LAX,32870.0,32882.0,32936.0,32934.0
2012-01-01 - AA-3753-MSP-ORD,47035.0,47030.0,47125.0,47122.0
2011-12-20 - AA-1072-DFW-OMA,30270.0,30294.0,30375.0,30393.0
2011-12-11 - AA-1520-LAX-MIA,16980.0,16977.0,17265.0,17286.0
2011-12-19 - UA-6280-RNO-SFO,28782.0,28779.0,28850.0,28837.0
2012-01-03 - AA-501-MIA-DEN,50305.0,50363.0,50570.0,50616.0
2012-01-03 - UA-721-DEN-SFO,50113.0,50137.0,50277.0,50277.0
2011-12-27 - AA-20-SFO-JFK,40260.0,40322.0,40585.0,40632.0
2012-01-01 - CO-106-IAH-EWR,47085.0,47098.0,47287.0,47301.0
2012-01-02 - AA-3787-LAX-IAH,48415.0,48417.0,48605.0,48651.0
2011-12-22 - AA-3804-PHL-ORD,32855.0,32871.0,33005.0,32987.0
2011-12-07 - CO-1588-IAH-RSW,11600.0,11607.0,11730.0,11732.0
2011-12-13 - AA-2039-MIA-ORD,20320.0,20347.0,20510.0,20515.0
2011-12-07 - UA-2316-AUA-CLT,11255.0,11255.0,11514.0,11488.0
2011-12-02 - UA-768-SFO-BOS,3888.0,3889.0,4215.0,4197.0
2011-12-09 - UA-6422-IAD-IAH,14588.0,14596.0,13350.0,13333.0
2011-12-02 - CO-1690-IAH-EWR,3775.0,3774.0,3983.0,3965.0
2012-01-03 - UA-2424-CLT-ATL,50600.0,50625.0,50668.0,50689.0
2011-12-07 - CO-1712-IAH-SFO,11695.0,11733.0,11921.0,11948.0
2012-01-02 - UA-915-IAD-SFO,48815.0,48831.0,49145.0,49134.0
2011-12-13 - AA-1434-DFW-MCO,19515.0,19510.0,19655.0,19648.0
2011-12-03 - AA-149-IAD-LAX,5115.0,5123.0,5438.0,5448.0
2011-12-05 - AA-616-DFW-DTW,8105.0,8118.0,8255.0,8234.0
2011-12-16 - AA-3564-MIA-CLT,23815.0,23812.0,23935.0,23925.0
2011-12-18 - AA-252-LAX-MIA,27250.0,27260.0,27535.0,27529.0
2011-12-01 - AA-4192-CLT-ORD,2600.0,2617.0,2740.0,2723.0
2011-12-05 - UA-664-ORD-PHL,8390.0,8413.0,8491.0,8511.0
2011-12-16 - UA-6286-LAS-PSP,24394.0,24418.0,24439.0,24462.0
2011-12-09 - AA-3815-LAX-DEN,13880.0,13954.0,14015.0,14084.0
2011-12-26 - CO-106-IAH-EWR,38445.0,38492.0,38656.0,38693.0
2011-12-18 - UA-419-DSM-ORD,26640.0,26637.0,26719.0,26701.0
2011-12-02 - AA-1074-DFW-ATL,4080.0,4077.0,4195.0,4200.0
2011-12-03 - CO-4272-EWR-MEM,5620.0,5625.0,5795.0,5774.0
2012-01-02 - UA-2691-DTW-CLT,48965.0,48953.0,49072.0,49054.0
2011-12-10 - AA-2238-DFW-CLT,15790.0,15795.0,15925.0,15921.0
2011-12-13 - UA-1262-ORD-EWR,19680.0,19677.0,19813.0,19790.0
2012-01-03 - CO-4888-IAH-DAL,49860.0,49866.0,49930.0,49929.0
2011-12-30 - AA-3732-MSP-ORD,44515.0,44510.0,44605.0,44625.0
2011-12-10 - AA-536-DFW-ATL,15135.0,15141.0,15260.0,15241.0
2011-12-19 - AA-3802-LAX-PHX,28560.0,28558.0,28640.0,28643.0
2011-12-29 - AA-1372-LAX-ORD,42860.0,42856.0,43110.0,43093.0
2011-12-11 - AA-643-MIA-ORD,16570.0,16585.0,16775.0,16750.0
2011-12-09 - AA-3717-IAH-ORD,14450.0,14442.0,14600.0,14568.0
2011-12-22 - UA-2725-FLL-PHL,32440.0,32434.0,32597.0,32592.0
2011-12-10 - UA-1690-IAH-EWR,15295.0,15305.0,15491.0,15497.0
2011-12-07 - CO-1255-LAX-EWR,11510.0,11528.0,11797.0,11806.0
2011-12-20 - AA-85-JFK-SFO,30005.0,30057.0,30390.0,30394.0
2011-12-18 - CO-4731-CLE-IND,27470.0,27463.0,27542.0,27521.0
2012-01-03 - AA-3532-CLT-MIA,49610.0,49614.0,49745.0,49739.0
2011-12-20 - UA-3050-PHX-CLT,29885.0,29899.0,30117.0,30106.0
2011-12-19 - AA-3744-EWR-ORD,28920.0,28925.0,29077.0,29046.0
2011-12-28 - AA-1381-DFW-SFO,41570.0,41571.0,41790.0,41779.0
2011-12-25 - AA-244-LAX-MCO,37035.0,37030.0,37310.0,37321.0
2011-12-13 - AA-3762-IAH-LAX,19560.0,19579.0,19764.0,19766.0
2011-12-11 - AA-3729-PHL-ORD,17320.0,17312.0,17465.0,17441.0
2011-12-31 - UA-2909-PVD-CLT,45315.0,45321.0,45460.0,45442.0
2011-12-04 - UA-2933-SFO-PHX,6600.0,6594.0,6711.0,6704.0
2011-12-26 - UA-398-DEN-GRR,38457.0,38456.0,38610.0,38592.0
2011-12-03 - CO-1645-CLE-IAH,5685.0,5688.0,5876.0,5874.0
2011-12-03 - AA-3739-ORD-EWR,5250.0,5297.0,5370.0,5392.0
2011-12-30 - UA-1648-ORD-EWR,43980.0,43977.0,44100.0,44092.0
2011-12-14 - CO-1088-CLE-IAH,20980.0,20974.0,21174.0,21166.0
2011-12-25 - AA-3816-DEN-LAX,36810.0,36824.0,36980.0,36952.0
2011-12-10 - UA-4280-IAH-YYZ,15375.0,15375.0,15557.0,15552.0
2011-12-05 - AA-1593-MCO-MIA,8225.0,8238.0,8285.0,8278.0
2011-12-29 - UA-2563-CLT-ORD,43275.0,43276.0,43396.0,43394.0
2011-12-17 - UA-2445-SFO-CLT,25635.0,25648.0,25928.0,25935.0
2011-12-10 - AA-614-DFW-BOS,15830.0,15843.0,16030.0,16022.0
2011-12-13 - UA-5936-EWR-IAD,20027.0,20057.0,20104.0,20118.0
2011-12-20 - AA-3548-CVG-MIA,30185.0,30186.0,30345.0,30349.0
2011-12-22 - UA-303-JFK-SFO,32346.0,32368.0,32749.0,32736.0
2011-12-15 - AA-1838-JFK-BOS,22340.0,22364.0,22415.0,22408.0
2011-12-13 - AA-1206-PHX-ORD,20125.0,20127.0,20330.0,20297.0
2011-12-14 - UA-1217-EWR-DFW,20880.0,20872.0,21127.0,21128.0
2011-12-19 - AA-1455-ORD-LAX,28620.0,28637.0,28890.0,28884.0
2011-12-31 - UA-662-SFO-MSP,45771.0,45786.0,45972.0,45985.0
2011-12-27 - AA-2324-DFW-ORD,39645.0,39647.0,39790.0,39792.0
2011-12-25 - UA-423-ORD-SAN,37445.0,37455.0,37667.0,37651.0
2011-12-09 - UA-3524-PIT-DEN,13780.0,13776.0,14003.0,14036.0
2011-12-04 - CO-1230-FLL-EWR,6815.0,6801.0,6994.0,6979.0
2011-12-19 - AA-616-DFW-DTW,28265.0,28264.0,28415.0,28403.0
2011-12-27 - AA-149-IAD-LAX,39675.0,39678.0,40030.0,40028.0
2011-12-17 - AA-3756-ORD-SLC,25575.0,25575.0,25785.0,25764.0
2012-01-01 - AA-568-ORD-FLL,46890.0,46905.0,47065.0,47065.0
2011-12-18 - AA-689-DFW-SLC,26890.0,26893.0,27060.0,27043.0
2012-01-02 - AA-536-DFW-ATL,48255.0,48250.0,48380.0,48369.0
2011-12-13 - UA-2845-MCO-PHL,19500.0,19515.0,19646.0,19642.0
2011-12-24 - AA-350-TPA-ORD,35780.0,35770.0,35955.0,35929.0
2011-12-18 - UA-675-SEA-SFO,26826.0,26842.0,26964.0,26946.0
2011-12-11 - AA-630-MCO-JFK,16915.0,16950.0,17070.0,17071.0
2011-12-22 - AA-1874-DFW-EWR,32610.0,32695.0,32810.0,32877.0
2011-12-17 - AA-3820-DEN-LAX,25575.0,25599.0,25740.0,25714.0
2011-12-09 - AA-1929-SFO-LAX,13860.0,13868.0,13940.0,13928.0
2011-12-30 - AA-1374-DFW-FLL,44575.0,44598.0,44730.0,44746.0
2011-12-16 - UA-3042-PHX-BOS,24055.0,24082.0,24353.0,24356.0
2011-12-27 - UA-46-LAX-IAH,40105.0,40105.0,40301.0,40289.0
2011-12-18 - UA-2327-CLT-PVD,27094.0,27099.0,27209.0,27199.0
2011-12-12 - UA-2458-DTW-CLT,18614.0,18608.0,18725.0,18706.0
2012-01-01 - UA-2997-PHL-PHX,47315.0,47338.0,47635.0,47626.0
2011-12-24 - AA-706-DEN-ORD,35920.0,35931.0,36075.0,36047.0
2011-12-25 - AA-1834-MIA-IAD,36945.0,36943.0,37085.0,37098.0
2011-12-25 - AA-244-LAX-MCO,37035.0,37030.0,37310.0,37321.0
2011-12-17 - UA-3073-PHX-IAH,26090.0,25371.0,26244.0,24874.0
2011-12-16 - AA-3544-MEM-MIA,24215.0,24204.0,24355.0,24337.0
2011-12-02 - UA-2825-MSP-PHX,4315.0,4333.0,4528.0,4527.0
2011-12-04 - UA-4352-BDL-CLE,6610.0,6614.0,6724.0,6702.0
2011-12-25 - AA-1434-DFW-MCO,36795.0,36811.0,36925.0,36940.0
2011-12-08 - UA-658-DEN-IAD,13120.0,13127.0,11864.0,11849.0
2011-12-01 - AA-2043-ORD-MSP,2715.0,2723.0,2781.0,2787.0
2011-12-24 - UA-983-ORD-AUA,35415.0,35431.0,35716.0,35708.0
2011-12-24 - AA-350-TPA-ORD,35780.0,35770.0,35955.0,35929.0
2011-12-31 - AA-3796-IAH-ORD,45710.0,45714.0,45865.0,45844.0
2011-12-14 - CO-1006-IAH-ORD,20955.0,20955.0,21108.0,21104.0
2011-12-31 - CO-4597-CVG-IAH,45314.0,45583.0,45484.0,45756.0
2011-12-25 - AA-3816-DEN-LAX,36810.0,36824.0,36980.0,36952.0
2011-12-08 - CO-1635-EWR-PHX,12810.0,12828.0,13135.0,13131.0
2011-12-31 - AA-3468-CVG-MIA,45360.0,45354.0,45535.0,45496.0
2011-12-28 - CO-1023-IAH-DEN,41380.0,41381.0,41540.0,41539.0
2011-12-13 - AA-1735-MIA-KIN,19780.0,19781.0,19875.0,19879.0
2011-12-31 - AA-3-JFK-LAX,45660.0,45665.0,46035.0,46008.0
2011-12-16 - UA-2721-IAH-PHX,23890.0,23884.0,24079.0,24089.0
2011-12-19 - UA-1551-IAH-SEA,28165.0,28179.0,28467.0,28454.0
2011-12-12 - AA-616-DFW-DTW,18185.0,18227.0,18327.0,18351.0
2011-12-02 - AA-24-SFO-JFK,3780.0,3789.0,4110.0,4084.0
2011-12-04 - UA-5688-ORD-GSO,6810.0,6824.0,6916.0,6922.0
2011-12-26 - AA-3534-CLT-MIA,38370.0,38361.0,38500.0,38482.0
2011-12-02 - UA-2939-PHL-CLT,3790.0,3786.0,3907.0,3888.0
2011-12-19 - UA-2856-PHL-PHX,28155.0,28169.0,28480.0,28452.0
2011-12-16 - CO-1639-LAX-IAH,23985.0,24009.0,24176.0,24183.0
2011-12-07 - AA-3732-MSP-ORD,11395.0,11409.0,11485.0,11465.0
2011-12-17 - UA-254-DEN-SJC,25646.0,25644.0,25808.0,25773.0
2011-12-30 - UA-5877-IAD-YOW,44531.0,44530.0,44623.0,44613.0
2011-12-27 - AA-1538-DFW-MCO,40480.0,40511.0,40615.0,40629.0
2011-12-31 - UA-2419-CLT-FLL,45809.0,45833.0,45928.0,45920.0
